id,username,city,country,lat,lon,continent,un_region,created_at
f8c2f074-1c75-4551-90f5-f30d648e7d96,Matador1550,"New York, NY, United States of America",United States,40.7127281,-74.0060152,,,2025-10-07T20:22:56.461724
